SOURCE	TARGET	count
SPP1+ Mac_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Tofacitinib	56
SPP1+ Mac_RA_AT_Tofacitinib	Treg_RA_AT_Tofacitinib	41
SPP1+ Mac_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	42
CD4+ Tex_RA_AT_Tofacitinib	SPP1+ Mac_OA_BT_None	20
CD4+ Tex_RA_AT_Tofacitinib	S100A12+ Mac_OA_BT_None	7
CD4+ Tex_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_OA_BT_None	12
CD4+ Tex_RA_AT_Tofacitinib	CD4+ Tex_OA_BT_None	11
CD4+ Tex_RA_AT_Tofacitinib	Treg_OA_BT_None	8
CD4+ Tex_RA_AT_Tofacitinib	SPP1+ Mac_RA_BT	66
CD4+ Tex_RA_AT_Tofacitinib	S100A12+ Mac_RA_BT	55
CD4+ Tex_RA_AT_Tofacitinib	Treg_RA_BT	23
CD4+ Tex_RA_AT_Tofacitinib	CD4+ Tex_RA_BT	27
CD4+ Tex_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_BT	27
CD4+ Tex_RA_AT_Tofacitinib	SPP1+ Mac_RA_AT_Adalimumab	39
CD4+ Tex_RA_AT_Tofacitinib	Treg_RA_AT_Adalimumab	28
CD4+ Tex_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Adalimumab	25
CD4+ Tex_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Adalimumab	19
CD4+ Tex_RA_AT_Tofacitinib	S100A12+ Mac_RA_AT_Adalimumab	29
CD4+ Tex_RA_AT_Tofacitinib	S100A12+ Mac_RA_AT_Tofacitinib	63
CD4+ Tex_RA_AT_Tofacitinib	SPP1+ Mac_RA_AT_Tofacitinib	56
CD4+ Tex_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Tofacitinib	12
CD4+ Tex_RA_AT_Tofacitinib	Treg_RA_AT_Tofacitinib	19
CD4+ Tex_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	16
Treg_RA_AT_Tofacitinib	SPP1+ Mac_OA_BT_None	15
Treg_RA_AT_Tofacitinib	S100A12+ Mac_OA_BT_None	7
Treg_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_OA_BT_None	12
Treg_RA_AT_Tofacitinib	CD4+ Tex_OA_BT_None	10
Treg_RA_AT_Tofacitinib	Treg_OA_BT_None	8
Treg_RA_AT_Tofacitinib	SPP1+ Mac_RA_BT	54
Treg_RA_AT_Tofacitinib	S100A12+ Mac_RA_BT	41
Treg_RA_AT_Tofacitinib	Treg_RA_BT	14
Treg_RA_AT_Tofacitinib	CD4+ Tex_RA_BT	22
Treg_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_BT	21
Treg_RA_AT_Tofacitinib	SPP1+ Mac_RA_AT_Adalimumab	30
Treg_RA_AT_Tofacitinib	Treg_RA_AT_Adalimumab	23
Treg_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Adalimumab	20
Treg_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Adalimumab	15
Treg_RA_AT_Tofacitinib	S100A12+ Mac_RA_AT_Adalimumab	22
Treg_RA_AT_Tofacitinib	S100A12+ Mac_RA_AT_Tofacitinib	46
Treg_RA_AT_Tofacitinib	SPP1+ Mac_RA_AT_Tofacitinib	41
Treg_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Tofacitinib	19
Treg_RA_AT_Tofacitinib	Treg_RA_AT_Tofacitinib	7
Treg_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	15
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	SPP1+ Mac_OA_BT_None	13
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	S100A12+ Mac_OA_BT_None	3
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_OA_BT_None	11
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	CD4+ Tex_OA_BT_None	6
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	Treg_OA_BT_None	8
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	SPP1+ Mac_RA_BT	47
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	S100A12+ Mac_RA_BT	39
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	Treg_RA_BT	16
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	CD4+ Tex_RA_BT	20
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_BT	18
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	SPP1+ Mac_RA_AT_Adalimumab	28
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	Treg_RA_AT_Adalimumab	25
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Adalimumab	18
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Adalimumab	17
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	S100A12+ Mac_RA_AT_Adalimumab	18
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	S100A12+ Mac_RA_AT_Tofacitinib	39
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	SPP1+ Mac_RA_AT_Tofacitinib	42
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	CD4+ Tex_RA_AT_Tofacitinib	16
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	Treg_RA_AT_Tofacitinib	15
GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	GZMK+ CD8+ Tem1_RA_AT_Tofacitinib	7
