id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|SPP1+ Mac-N	CD4+ Tex-N|SPP1+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|SPP1+ Mac-N	CD4+ Tex-Y|SPP1+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|SPP1+ Mac-N	GZMK+ CD8+ Tem1-N|SPP1+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|SPP1+ Mac-N	GZMK+ CD8+ Tem1-Y|SPP1+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	SPP1+ Mac-N|CD4+ Tex-N	SPP1+ Mac-N|CD4+ Tex-Y	SPP1+ Mac-N|GZMK+ CD8+ Tem1-N	SPP1+ Mac-N|GZMK+ CD8+ Tem1-Y	SPP1+ Mac-N|SPP1+ Mac-N	SPP1+ Mac-N|SPP1+ Mac-Y	SPP1+ Mac-N|Treg-N	SPP1+ Mac-N|Treg-Y	SPP1+ Mac-Y|CD4+ Tex-N	SPP1+ Mac-Y|CD4+ Tex-Y	SPP1+ Mac-Y|GZMK+ CD8+ Tem1-N	SPP1+ Mac-Y|GZMK+ CD8+ Tem1-Y	SPP1+ Mac-Y|SPP1+ Mac-N	SPP1+ Mac-Y|SPP1+ Mac-Y	SPP1+ Mac-Y|Treg-N	SPP1+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|SPP1+ Mac-N	Treg-N|SPP1+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|SPP1+ Mac-N	Treg-Y|SPP1+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-SC095A2C115	PLAUR_aVb3 complex	simple:Q03405	complex:aVb3 complex	PLAUR		True	True	False	curated	True	0.0	0.0	0.0	0.0	0.021	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.0	0.0	2.071	2.065	0.0	0.0	0.0	0.0	0.0	0.0	1.553	1.547	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.01	0.0	0.0
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	0.246	0.235	0.23	0.232	0.218	0.217	0.25	0.243	0.494	0.483	0.478	0.48	0.466	0.466	0.498	0.491	0.301	0.29	0.285	0.287	0.273	0.272	0.305	0.298	0.298	0.287	0.281	0.284	0.27	0.269	0.302	0.295	51.795	51.784	51.778	51.781	51.767	51.766	51.799	51.792	46.557	46.547	46.541	46.543	46.529	46.529	46.561	46.554	0.195	0.184	0.179	0.181	0.167	0.166	0.199	0.192	0.402	0.391	0.386	0.388	0.374	0.374	0.406	0.399
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	THBS1		False	False	False	curated	True	0.033	0.022	0.017	0.019	0.005	0.004	0.037	0.03	0.034	0.023	0.018	0.02	0.006	0.005	0.038	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.019	0.014	0.016	0.002	0.002	0.034	0.027	0.031	0.02	0.014	0.017	0.003	0.002	0.035	0.028	0.046	0.035	0.03	0.032	0.018	0.018	0.05	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	LAMA3		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.019	0.014	0.016	0.002	0.002	0.034	0.027	0.031	0.02	0.015	0.017	0.003	0.002	0.035	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	CSPG4		False	False	False	curated	True	0.033	0.022	0.017	0.019	0.005	0.004	0.037	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.02	0.015	0.017	0.003	0.003	0.035	0.028	0.136	0.125	0.119	0.122	0.108	0.107	0.14	0.133	0.08	0.069	0.064	0.066	0.052	0.052	0.084	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.025	0.019	0.021	0.007	0.007	0.04	0.033
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	1.161	1.154	0.616	0.641	0.252	0.273	0.574	0.637	1.41	1.403	0.865	0.889	0.5	0.522	0.822	0.885	1.216	1.209	0.671	0.696	0.306	0.328	0.629	0.692	1.213	1.206	0.668	0.693	0.303	0.325	0.626	0.689	52.71	52.703	52.165	52.19	51.8	51.822	52.123	52.186	47.473	47.466	46.928	46.952	46.563	46.585	46.885	46.948	1.11	1.103	0.565	0.59	0.2	0.222	0.523	0.586	1.318	1.311	0.773	0.797	0.408	0.43	0.73	0.793
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	SPP1		True	False	False	curated	True	1.434	1.428	0.89	0.914	0.525	0.547	0.847	0.91	1.536	1.529	0.991	1.015	0.626	0.648	0.948	1.011	1.542	1.535	0.997	1.022	0.632	0.654	0.955	1.018	1.176	1.169	0.631	0.656	0.266	0.288	0.588	0.652	121.9	121.893	121.355	121.38	120.99	121.012	121.313	121.376	90.083	90.076	89.538	89.563	89.173	89.195	89.495	89.559	1.496	1.49	0.952	0.976	0.587	0.609	0.909	0.972	1.508	1.501	0.963	0.988	0.598	0.62	0.92	0.984
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	TNC		True	False	False	curated	True	0.951	0.944	0.406	0.431	0.041	0.063	0.363	0.427	0.954	0.948	0.41	0.434	0.045	0.067	0.367	0.43	0.948	0.941	0.403	0.428	0.038	0.06	0.361	0.424	0.947	0.94	0.402	0.427	0.037	0.059	0.36	0.423	0.949	0.942	0.404	0.429	0.039	0.061	0.362	0.425	0.949	0.942	0.404	0.429	0.039	0.061	0.361	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0.959	0.952	0.414	0.439	0.049	0.071	0.372	0.435	0.975	0.969	0.43	0.455	0.066	0.087	0.388	0.451	0.965	0.958	0.42	0.445	0.055	0.077	0.377	0.441	0.965	0.958	0.42	0.445	0.055	0.077	0.377	0.441	3.009	3.002	2.464	2.488	2.099	2.121	2.421	2.484	2.491	2.484	1.946	1.971	1.581	1.603	1.903	1.967	0.951	0.944	0.406	0.431	0.041	0.063	0.364	0.427	0.954	0.947	0.409	0.433	0.044	0.066	0.366	0.429
CPI-SC01833C7FC	PLA2G2A_a4b1 complex	simple:P14555	complex:a4b1 complex	PLA2G2A		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.953	0.415	0.44	0.05	0.072	0.372	0.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949	0.942	0.404	0.429	0.04	0.061	0.362	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.952	0.945	0.407	0.432	0.042	0.064	0.364	0.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	VCAM1		False	False	False	curated	True	0.948	0.941	0.403	0.428	0.038	0.06	0.361	0.424	0.946	0.939	0.401	0.426	0.036	0.058	0.358	0.422	0.979	0.972	0.434	0.458	0.069	0.091	0.391	0.454	1.0	0.993	0.455	0.48	0.09	0.112	0.412	0.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946	0.939	0.401	0.426	0.036	0.058	0.358	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	JAM2		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946	0.939	0.401	0.426	0.036	0.058	0.359	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946	0.939	0.401	0.426	0.036	0.058	0.358	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.27	0.415	0.384	0.579	0.252	0.273	0.335	0.455	0.519	0.664	0.633	0.827	0.5	0.522	0.584	0.703	0.325	0.47	0.439	0.634	0.306	0.328	0.39	0.51	0.322	0.467	0.436	0.631	0.303	0.325	0.387	0.507	51.819	51.964	51.933	52.128	51.8	51.822	51.884	52.004	46.582	46.727	46.696	46.89	46.563	46.585	46.647	46.766	0.219	0.364	0.333	0.528	0.2	0.222	0.284	0.404	0.427	0.572	0.541	0.735	0.408	0.43	0.492	0.611
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	VCAM1		False	False	False	curated	True	0.057	0.202	0.171	0.366	0.038	0.06	0.122	0.242	0.055	0.2	0.169	0.364	0.036	0.058	0.12	0.24	0.088	0.233	0.202	0.396	0.069	0.091	0.152	0.272	0.109	0.254	0.223	0.418	0.09	0.112	0.174	0.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.2	0.169	0.363	0.036	0.058	0.12	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC098B43B5A	MADCAM1_a4b7 complex	simple:Q13477	complex:a4b7 complex	MADCAM1		False	False	False	curated	True	0.06	0.205	0.174	0.369	0.041	0.063	0.125	0.245	0.058	0.203	0.172	0.367	0.039	0.061	0.123	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.201	0.17	0.364	0.037	0.059	0.121	0.241	0.055	0.2	0.169	0.364	0.036	0.058	0.12	0.24	0.056	0.201	0.17	0.364	0.037	0.059	0.12	0.24	0.072	0.217	0.186	0.38	0.053	0.075	0.136	0.256	0.06	0.205	0.174	0.368	0.041	0.063	0.125	0.245
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.254	0.285	0.304	0.278	0.86	0.888	0.233	0.278	0.502	0.534	0.553	0.526	1.108	1.137	0.481	0.527	0.309	0.34	0.359	0.332	0.915	0.943	0.288	0.333	0.306	0.337	0.356	0.329	0.912	0.94	0.285	0.33	51.803	51.834	51.853	51.826	52.408	52.437	51.782	51.827	46.566	46.597	46.616	46.589	47.171	47.2	46.544	46.59	0.203	0.234	0.253	0.226	0.809	0.837	0.182	0.227	0.411	0.442	0.461	0.434	1.016	1.045	0.389	0.435
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	CD40LG		True	False	False	curated	True	0.391	0.422	0.441	0.414	0.996	1.025	0.37	0.415	0.369	0.4	0.419	0.392	0.974	1.003	0.347	0.393	0.044	0.075	0.094	0.067	0.649	0.678	0.023	0.068	0.04	0.071	0.09	0.063	0.645	0.674	0.018	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.07	0.089	0.062	0.645	0.673	0.018	0.063	0.078	0.109	0.128	0.101	0.684	0.712	0.057	0.102	0.071	0.102	0.121	0.094	0.677	0.705	0.05	0.095
CPI-SC0592EC3D0	L1CAM_a5b1 complex	simple:P32004	complex:a5b1 complex	L1CAM		False	False	False	curated	True	0.041	0.072	0.091	0.064	0.647	0.675	0.02	0.065	0.044	0.075	0.094	0.068	0.65	0.679	0.023	0.068	0.047	0.078	0.097	0.07	0.652	0.681	0.025	0.071	0.051	0.082	0.101	0.074	0.657	0.685	0.03	0.075	0.044	0.075	0.094	0.067	0.649	0.678	0.022	0.068	0.042	0.073	0.092	0.066	0.648	0.677	0.021	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.072	0.091	0.064	0.647	0.675	0.02	0.065
CPI-SC062C5C6C2	PLA2G2A_a5b1 complex	simple:P14555	complex:a5b1 complex	PLA2G2A		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.084	0.103	0.076	0.658	0.687	0.031	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.073	0.092	0.065	0.648	0.676	0.021	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.076	0.095	0.068	0.65	0.679	0.023	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	FBN1		True	False	False	curated	True	0.041	0.072	0.091	0.064	0.647	0.675	0.02	0.065	0.039	0.07	0.089	0.062	0.644	0.673	0.018	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.07	0.089	0.063	0.645	0.674	0.018	0.063	0.039	0.07	0.089	0.062	0.644	0.673	0.017	0.063	0.04	0.071	0.09	0.063	0.645	0.674	0.018	0.064	0.044	0.075	0.094	0.067	0.65	0.678	0.023	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.279	0.269	0.243	0.246	0.519	0.448	0.25	0.251	0.527	0.518	0.492	0.495	0.768	0.696	0.498	0.5	0.334	0.324	0.298	0.301	0.574	0.503	0.305	0.306	0.331	0.321	0.295	0.298	0.571	0.5	0.302	0.303	51.827	51.818	51.792	51.795	52.068	51.996	51.799	51.8	46.59	46.581	46.555	46.558	46.831	46.759	46.561	46.563	0.228	0.218	0.192	0.195	0.468	0.397	0.199	0.2	0.435	0.426	0.4	0.403	0.676	0.604	0.406	0.408
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	VTN		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.054	0.028	0.031	0.304	0.232	0.035	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	FN1		True	False	False	curated	True	0.0	0.217	0.0	0.218	0.308	0.336	0.0	0.0	0.0	0.465	0.0	0.466	0.556	0.585	0.0	0.0	0.0	0.272	0.0	0.273	0.363	0.391	0.0	0.0	0.0	0.269	0.0	0.27	0.359	0.388	0.0	0.0	0.0	51.766	0.0	51.767	51.856	51.885	0.0	0.0	0.0	46.528	0.0	46.529	46.619	46.648	0.0	0.0	0.0	0.166	0.0	0.167	0.257	0.285	0.0	0.0	0.0	0.373	0.0	0.374	0.464	0.493	0.0	0.0
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.02	0.017	0.023	0.011	0.012	0.052	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.019	0.017	0.023	0.01	0.012	0.051	0.044	0.043	0.06	0.057	0.063	0.051	0.052	0.092	0.084	0.032	0.049	0.046	0.052	0.04	0.041	0.081	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	LAMC1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.008	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.015	0.0	0.0	0.0	0.0	0.0	0.041	0.048	0.055	0.0	0.0	0.0	0.0	0.0	0.03	0.037	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	CDH1	KLRG1	False	False	True	curated	False	0.019	0.031	0.489	0.745	0.004	0.007	0.008	0.011	0.017	0.029	0.487	0.742	0.002	0.005	0.006	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.034	0.492	0.748	0.007	0.01	0.011	0.014	0.025	0.036	0.494	0.75	0.01	0.013	0.014	0.016
CPI-SC007890A1C	CDH1_aEb7 complex	simple:P12830	complex:aEb7 complex	CDH1		False	False	False	curated	True	0.057	0.202	0.171	0.209	0.127	0.12	0.122	0.133	0.055	0.2	0.169	0.207	0.125	0.118	0.12	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.205	0.174	0.212	0.13	0.123	0.125	0.136	0.063	0.208	0.177	0.215	0.133	0.126	0.127	0.139
CPI-SS03DA2A820	FGF2_CD44	simple:P09038	simple:P16070	FGF2	CD44	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.533	2.06	1.983	1.384	10.853	8.224	1.761	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	SPP1	CD44	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	2.022	2.549	2.472	1.873	11.342	8.713	2.25	2.429	2.123	2.65	2.574	1.974	11.443	8.814	2.352	2.53	2.129	2.657	2.58	1.981	11.45	8.821	2.358	2.537	1.763	2.291	2.214	1.614	11.083	8.454	1.992	2.171	122.487	123.015	122.938	122.339	131.808	129.179	122.716	122.895	90.67	91.198	91.121	90.521	99.991	97.362	90.899	91.078	2.084	2.611	2.535	1.935	11.404	8.775	2.312	2.491	2.095	2.623	2.546	1.946	11.415	8.786	2.324	2.503
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	True	False	True	InnateDB	False	1.607	2.134	2.057	1.458	10.927	8.298	1.835	2.014	1.649	2.177	2.1	1.5	10.969	8.34	1.878	2.057	1.574	2.102	2.025	1.425	10.894	8.265	1.803	1.982	1.614	2.141	2.064	1.465	10.934	8.305	1.842	2.021	2.182	2.709	2.632	2.033	11.502	8.873	2.41	2.589	2.159	2.687	2.61	2.01	11.479	8.85	2.388	2.566	1.601	2.128	2.052	1.452	10.921	8.292	1.83	2.008	1.669	2.196	2.119	1.52	10.989	8.36	1.897	2.076
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.533	2.061	1.984	1.384	10.854	8.225	1.762	1.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534	2.061	1.984	1.385	10.854	8.225	1.762	1.941	1.548	2.076	1.999	1.399	10.868	8.239	1.777	1.956	1.569	2.096	2.019	1.42	10.889	8.26	1.797	1.976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.082	0.008	0.005	0.054	0.038	0.011	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0467AFD8A	FGF17_FGFR1	simple:O60258	simple:P11362	FGF17	FGFR1	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.082	0.009	0.005	0.054	0.039	0.012	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F2C6A4D4	FGF18_FGFR1	simple:O76093	simple:P11362	FGF18	FGFR1	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.083	0.009	0.006	0.055	0.039	0.012	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.082	0.009	0.006	0.054	0.039	0.012	0.036	0.055	0.082	0.008	0.005	0.054	0.039	0.012	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	CD44	FGFR2	True	True	True	InnateDB-All	False	0.0	1.534	0.0	1.541	0.0	1.533	0.0	0.0	0.0	2.061	0.0	2.068	0.0	2.06	0.0	0.0	0.0	1.984	0.0	1.991	0.0	1.983	0.0	0.0	0.0	1.385	0.0	1.392	0.0	1.384	0.0	0.0	0.0	10.854	0.0	10.861	0.0	10.853	0.0	0.0	0.0	8.225	0.0	8.232	0.0	8.224	0.0	0.0	0.0	1.762	0.0	1.769	0.0	1.761	0.0	0.0	0.0	1.941	0.0	1.948	0.0	1.94	0.0	0.0
CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	FGF17	FGFR2	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F6A7A4DF	FGF18_FGFR2	simple:O76093	simple:P21802	FGF18	FGFR2	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
